2024-05-02 23:04:25,350 INFO  Logger.cs: 70 - 
2024-05-02 23:52:45,303 INFO  ExportHelperExtension.cs: 347 - Creating joint link1
2024-05-02 23:52:45,343 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base to child link1 failed
2024-05-02 23:52:45,351 INFO  ExportHelperExtension.cs: 347 - Creating joint link2
2024-05-02 23:52:45,391 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent link1 to child link2 failed
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Assem1
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in Assem1
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1136 - Found 30 in base-1
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1-1
2024-05-02 23:52:45,543 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-1
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link1-1
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Link1-2
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-2
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Link1-2
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1136 - Found 42 in Assem1
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem1
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2024-05-02 23:52:45,551 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base-1
2024-05-02 23:52:45,583 INFO  ExportHelperExtension.cs: 1136 - Found 30 in base-1
2024-05-02 23:52:45,583 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base-1
2024-05-02 23:52:45,583 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link1-1
2024-05-02 23:52:45,583 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-1
2024-05-02 23:52:45,583 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link1-1
2024-05-02 23:52:45,583 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Link1-2
2024-05-02 23:52:45,583 INFO  ExportHelperExtension.cs: 1136 - Found 29 in Link1-2
2024-05-02 23:52:45,591 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Link1-2
2024-05-02 23:52:45,669 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-05-02 23:53:54,102 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2024-05-02 23:53:54,102 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
